infinitive;infinitif;group;voice;tense;person;latin;french;primitive tenses
audire;écouter;4;actif;présent;4;audimus;nous écoutons;audio, is, ire, audiui, auditum
audire;écouter;4;actif;présent;5;auditis;vous écoutez;audio, is, ire, audiui, auditum
audire;écouter;4;actif;présent;6;audiunt;ils écoutent;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;1;audiam;j'écouterai;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;2;audies;tu écouteras;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;3;audiet;il écoutera;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;4;audiemus;nous écouterons;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;5;audietis;vous écouterez;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur;6;audient;ils écouteront;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;1;audiebam;j'écoutais;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;2;audiebas;tu écoutais;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;3;audiebat;il écoutait;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;4;audiebamus;nous écoutions;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;5;audiebatis;vous écoutiez;audio, is, ire, audiui, auditum
audire;écouter;4;actif;imparfait;6;audiebant;ils écoutaient;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;1;audiui;j'ai écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;2;audiuisti;tu as écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;3;audiuit;il a écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;4;audiuimus;nous avons écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;5;audiuistis;vous avez écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;parfait;6;audiuerunt;ils ont écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;1;audiuero;j'aurai écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;2;audiueris;tu auras écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;3;audiuerit;il aura écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;4;audiuerimus;nous aurons écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;5;audiueritis;vous aurez écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;futur antérieur;6;audiuerint;ils auront écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;1;audiueram;j'avais écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;2;audiueras;tu avais écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;3;audiuerat;il avait écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;4;audiueramus;nous avions écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;5;audiueratis;vous aviez écouté;audio, is, ire, audiui, auditum
audire;écouter;4;actif;plus-que-parfait;6;audiuerant;ils avaient écouté;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;1;audio;j'entends;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;2;audis;tu entends;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;3;audit;il entend;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;4;audimus;nous entendons;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;5;auditis;vous entendez;audio, is, ire, audiui, auditum
audire;entendre;4;actif;présent;6;audiunt;ils entendent;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;1;audiam;j'entendrai;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;2;audies;tu entendras;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;3;audiet;il entendra;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;4;audiemus;nous entendrons;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;5;audietis;vous entendrez;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur;6;audient;ils entendront;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;1;audiebam;j'entendais;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;2;audiebas;tu entendais;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;3;audiebat;il entendait;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;4;audiebamus;nous entendions;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;5;audiebatis;vous entendiez;audio, is, ire, audiui, auditum
audire;entendre;4;actif;imparfait;6;audiebant;ils entendaient;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;1;audiui;j'ai entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;2;audiuisti;tu as entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;3;audiuit;il a entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;4;audiuimus;nous avons entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;5;audiuistis;vous avez entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;parfait;6;audiuerunt;ils ont entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;1;audiuero;j'aurai entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;2;audiueris;tu auras entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;3;audiuerit;il aura entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;4;audiuerimus;nous aurons entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;5;audiueritis;vous aurez entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;futur antérieur;6;audiuerint;ils auront entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;1;audiueram;j'avais entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;2;audiueras;tu avais entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;3;audiuerat;il avait entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;4;audiueramus;nous avions entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;5;audiueratis;vous aviez entendu;audio, is, ire, audiui, auditum
audire;entendre;4;actif;plus-que-parfait;6;audiuerant;ils avaient entendu;audio, is, ire, audiui, auditum
scire;savoir;4;actif;présent;1;scio;je sais;scio, is, ire, scivi, scitum
scire;savoir;4;actif;présent;2;scis;tu sais;scio, is, ire, scivi, scitum
scire;savoir;4;actif;présent;3;scit;il sait;scio, is, ire, scivi, scitum
scire;savoir;4;actif;présent;4;scimus;nous savons;scio, is, ire, scivi, scitum
scire;savoir;4;actif;présent;5;scitis;vous savez;scio, is, ire, scivi, scitum
scire;savoir;4;actif;présent;6;sciunt;ils savent;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;1;sciam;je saurai;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;2;scies;tu sauras;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;3;sciet;il saura;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;4;sciemus;nous saurons;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;5;scietis;vous saurez;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur;6;scient;ils sauront;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;1;sciebam;je savais;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;2;sciebas;tu savais;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;3;sciebat;il savait;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;4;sciebamus;nous savions;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;5;sciebatis;vous saviez;scio, is, ire, scivi, scitum
scire;savoir;4;actif;imparfait;6;sciebant;ils savaient;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;1;scivi;j'ai su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;2;scivisti;tu as su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;3;scivit;il a su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;4;scivimus;nous avons su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;5;scivistis;vous avez su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;parfait;6;sciverunt;ils ont su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;1;scivero;j'aurai su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;2;sciveris;tu auras su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;3;sciverit;il aura su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;4;sciverimus;nous aurons su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;5;sciveritis;vous aurez su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;futur antérieur;6;sciverint;ils auront su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;1;sciveram;j'avais su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;2;sciveras;tu avais su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;3;sciverat;il avait su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;4;sciveramus;nous avions su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;5;sciveratis;vous aviez su;scio, is, ire, scivi, scitum
scire;savoir;4;actif;plus-que-parfait;6;sciverant;ils avaient su;scio, is, ire, scivi, scitum
uenire;venir;4;actif;présent;1;uenio;je viens;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;présent;2;uenis;tu viens;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;présent;3;uenit;il vient;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;présent;4;uenimus;nous venons;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;présent;5;uenitis;vous venez;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;présent;6;ueniunt;ils viennent;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;1;ueniam;je viendrai;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;2;uenies;tu viendras;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;3;ueniet;il viendra;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;4;ueniemus;nous viendrons;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;5;uenietis;vous viendrez;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur;6;uenient;ils viendront;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;1;ueniebam;je venais;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;2;ueniebas;tu venais;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;3;ueniebat;il venait;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;4;ueniebamus;nous venions;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;5;ueniebatis;vous veniez;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;imparfait;6;ueniebant;ils venaient;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;1;ueni;je suis venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;2;uenisti;tu es venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;3;uenit;il est venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;4;uenimus;nous sommes venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;5;uenistis;vous êtes venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;parfait;6;uenerunt;ils sont venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;1;uenero;je serai venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;2;ueneris;tu seras venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;3;uenerit;il sera venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;4;uenerimus;nous serons venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;5;ueneritis;vous serez venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;futur antérieur;6;uenerint;ils seront venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;1;ueneram;j'étais venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;2;ueneras;tu étais venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;3;uenerat;il était venu;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;4;ueneramus;nous étions venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;5;ueneratis;vous étiez venus;uenio, is, ire, ueni, uentum
uenire;venir;4;actif;plus-que-parfait;6;uenerant;ils étaient venus;uenio, is, ire, ueni, uentum
esse;être;0;actif;présent;1;sum;je suis;sum, es, esse, fui, -
esse;être;0;actif;présent;2;es;tu es;sum, es, esse, fui, -
esse;être;0;actif;présent;3;est;il est;sum, es, esse, fui, -
esse;être;0;actif;présent;4;sumus;nous sommes;sum, es, esse, fui, -
esse;être;0;actif;présent;5;estis;vous êtes;sum, es, esse, fui, -
esse;être;0;actif;présent;6;sunt;ils sont;sum, es, esse, fui, -
esse;être;0;actif;imparfait;1;eram;j'étais;sum, es, esse, fui, -
esse;être;0;actif;imparfait;2;eras;tu étais;sum, es, esse, fui, -
esse;être;0;actif;imparfait;3;erat;il était;sum, es, esse, fui, -
esse;être;0;actif;imparfait;4;eramus;nous étions;sum, es, esse, fui, -
esse;être;0;actif;imparfait;5;eratis;vous étiez;sum, es, esse, fui, -
esse;être;0;actif;imparfait;6;erant;ils étaient;sum, es, esse, fui, -
esse;être;0;actif;futur;1;ero;je serai;sum, es, esse, fui, -
esse;être;0;actif;futur;2;eris;tu seras;sum, es, esse, fui, -
esse;être;0;actif;futur;3;erit;il sera;sum, es, esse, fui, -
esse;être;0;actif;futur;4;erimus;nous serons;sum, es, esse, fui, -
esse;être;0;actif;futur;5;eritis;vous serez;sum, es, esse, fui, -
esse;être;0;actif;futur;6;erunt;ils seront;sum, es, esse, fui, -
esse;être;0;actif;parfait;1;fui;j'ai été;sum, es, esse, fui, -
esse;être;0;actif;parfait;2;fuisti;tu as été;sum, es, esse, fui, -
esse;être;0;actif;parfait;3;fuit;il a été;sum, es, esse, fui, -
esse;être;0;actif;parfait;4;fuimus;nous avons été;sum, es, esse, fui, -
esse;être;0;actif;parfait;5;fuistis;vous avez été;sum, es, esse, fui, -
esse;être;0;actif;parfait;6;fuerunt;ils ont été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;1;fueram;j'avais été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;2;fueras;tu avais été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;3;fuerat;il avait été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;4;fueramus;nous avions été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;5;fueratis;vous aviez été;sum, es, esse, fui, -
esse;être;0;actif;plus-que-parfait;6;fuerant;ils ont été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;1;fuero;j'aurai été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;2;fueris;tu auras été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;3;fuerit;il aura été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;4;fuerimus;nous aurions été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;5;fueritis;vous auriez été;sum, es, esse, fui, -
esse;être;0;actif;futur antérieur;6;fuerint;ils auraient été;sum, es, esse, fui, -
abesse;être absent;0;actif;présent;1;absum;je suis absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;présent;2;abes;tu es absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;présent;3;abest;il est absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;présent;4;absumus;nous sommes absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;présent;5;abestis;vous êtes absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;présent;6;absunt;ils sont absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;1;aberam;j'étais absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;2;aberas;tu étais absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;3;aberat;il était absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;4;aberamus;nous étions absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;5;aberatis;vous étiez absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;imparfait;6;aberant;ils étaient absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;1;abero;je serai absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;2;aberis;tu seras absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;3;aberit;il sera absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;4;aberimus;nous serons absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;5;aberitis;vous serez absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur;6;aberunt;ils seront absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;1;afui;j'ai été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;2;afuisti;tu as été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;3;afuit;il a été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;4;afuimus;nous avons été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;5;afuistis;vous avez été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;parfait;6;afuerunt;ils ont été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;1;afueram;j'avais été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;2;afueras;tu avais été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;3;afuerat;il avait été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;4;afueramus;nous avions été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;5;afueratis;vous aviez été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;plus-que-parfait;6;afuerant;ils ont été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;1;afuero;j'aurai été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;2;afueris;tu auras été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;3;afuerit;il aura été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;4;afuerimus;nous aurions été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;5;afueritis;vous auriez été absent;absum, abes, abesse, afui, -
abesse;être absent;0;actif;futur antérieur;6;afuerint;ils auraient été absent;absum, abes, abesse, afui, -
adesse;être là;0;actif;présent;1;adsum;je suis là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;présent;2;ades;tu es là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;présent;3;adest;il est là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;présent;4;adsumus;nous sommes là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;présent;5;adestis;vous êtes là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;présent;6;adsunt;ils sont là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;1;aderam;j'étais là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;2;aderas;tu étais là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;3;aderat;il était là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;4;aderamus;nous étions là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;5;aderatis;vous étiez là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;imparfait;6;aderant;ils étaient là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;1;adero;je serai là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;2;aderis;tu seras là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;3;aderit;il sera là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;4;aderimus;nous serons là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;5;aderitis;vous serez là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur;6;aderunt;ils seront là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;1;adfui;j'ai été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;2;adfuisti;tu as été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;3;adfuit;il a été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;4;adfuimus;nous avons été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;5;adfuistis;vous avez été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;parfait;6;adfuerunt;ils ont été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;1;adfueram;j'avais été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;2;adfueras;tu avais été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;3;adfuerat;il avait été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;4;adfueramus;nous avions été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;5;adfueratis;vous aviez été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;plus-que-parfait;6;adfuerant;ils ont été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;1;adfuero;j'aurai été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;2;adfueris;tu auras étév;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;3;adfuerit;il aura été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;4;adfuerimus;nous aurions été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;5;adfueritis;vous auriez été là;adsum, ades, adesse, adfui, -
adesse;être là;0;actif;futur antérieur;6;adfuerint;ils auraient été là;adsum, ades, adesse, adfui, -
posse;pouvoir;0;actif;présent;1;possum;je peux;possum, potes, posse, potui, -
posse;pouvoir;0;actif;présent;2;potes;tu peux;possum, potes, posse, potui, -
posse;pouvoir;0;actif;présent;3;potest;il peut;possum, potes, posse, potui, -
posse;pouvoir;0;actif;présent;4;possumus;nous pouvons;possum, potes, posse, potui, -
posse;pouvoir;0;actif;présent;5;potestis;vous pouvez;possum, potes, posse, potui, -
posse;pouvoir;0;actif;présent;6;possunt;ils peuvent;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;1;poteram;je pouvais;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;2;poteras;tu pouvais;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;3;poterat;il pouvait;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;4;poteramus;nous pouvions;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;5;poteratis;vous pouviez;possum, potes, posse, potui, -
posse;pouvoir;0;actif;imparfait;6;poterant;ils pouvaient;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;1;potero;je pourrai;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;2;poteris;tu pourras;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;3;poterit;il pourra;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;4;poterimus;nous pourrions;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;5;poteritis;vous pourriez;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur;6;poterunt;ils pourront;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;1;potui;j'ai pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;2;potuisti;tu as pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;3;potuit;il a pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;4;potuimus;nous avons pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;5;potuistis;vous avez pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;parfait;6;potuerunt;ils ont pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;1;potueram;j'avais pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;2;potueras;tu avais pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;3;potuerat;il avait pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;4;potueramus;nous avions pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;5;potueratis;vous aviez pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;plus-que-parfait;6;potuerant;ils avaient pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;1;potuero;j'aurai pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;2;potueris;tu auras pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;3;potuerit;il aura pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;4;potuerimus;nous aurions pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;5;potueritis;vous auriez pu;possum, potes, posse, potui, -
posse;pouvoir;0;actif;futur antérieur;6;potuerint;ils auront pu;possum, potes, posse, potui, -
prodesse;être utile;0;actif;présent;1;prosum;je suis utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;présent;2;prodes;tu es utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;présent;3;prodest;il est utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;présent;4;prosumus;nous sommes utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;présent;5;prodestis;vous êtes utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;présent;6;prosunt;ils sont utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;1;proderam;j'étais utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;2;proderas;tu étais utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;3;proderat;il était utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;4;proderamus;nous étions utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;5;proderatis;vous étiez utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;imparfait;6;proderant;ils étaient utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur;1;prodero;je serai utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur;2;proderis;tu seras utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur;3;proderit;il sera utile;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur;4;proderimus;nous serons utiles;prosum, prodes, prodesse, profui, -
prodesse;être utile;0;actif;futur;5;proderitis;vous serez utiles;prosum, prodes, prodesse, profui, -
